Sentiment	SentimentText
1	charm banter-fil comedi on those airi cinemat bon bon whose aim -- extens accomplish -- seem decept slight surfac 
-1	 time machin movi ha no interest itself doesn't believ itself ha no sens humor�it' just plain bore 
-1	never again swing between fals sentiment unfunni madcap comedi along wai expect audienc invest central relationship some kind marriag true mind 
-1	becom gimmicki instead compel interview lose it overal sens mysteri becom tv episod rather documentari you actual bui 
1	[taymor] util idea make kahlo' art live breath part movi often catapult artist her own work isn't new idea it' done befor but never so vividli so much passion 
-1	despit impress roster star direct kathryn bigelow weight water oppress heavi 
1	defi logic law physic almost anyone' willing believ but darn if doesn't also keep us rivet our seat 
-1	jonah onli so-so addit biblic messag will either improv film you will lessen 
-1	retread materi alreadi thoroughli plumb martin scorses 
1	thought-provok pictur 
1	i encourag young old alik go see uniqu entertain twist classic whale' tale -- you won't sorri ! 
-1	sulk moodi male hustler titl role [franco] ha all dean' manner self-indulg but none hi sweet vulner 
1	we'v seen hippie-turned-yuppi plot befor but there' enthusiast charm <i ? fire make formula fresh again 
1	return director rob minkoff screenwrit bruce joel rubin have done fine job updat white' dry wit new ag 
-1	movi less charit might describ castrat cross between highland lolita 
1	know sens humor lot warmth ignit son bride 
1	photograph marvel sort it' certainli invalu record special fishi commun 
-1	like pack dynamit stick built controversi film explos but few those stick wet 
-1	i'v alwai dream attend cann but after see film it' not big deal 
-1	basic premis intrigu but quickli becom distast downright creepi 
1	just offbeat enough keep you interest without come close bowl you over 
-1	isn't sharp origin despit some visual virtu 'blade ii' just doesn't cut 
-1	it' lost polit social observ becom just anoth situat romanc about coupl sap stuck inarticul screenplai 
1	nair' attent detail creat impecc sens place while thurman lewi give what easili consid career-best perform 
1	it' stun lyric work consider forc truth 
-1	if you like 1982 film then you'll still like now 
-1	peculiar misfir even tunnei can't save 
-1	last 20 minut somewhat redeem but most movi same teenag american road-trip drek we'v seen befor - onli time you have read fart joke
1	if you keep your ey open amid all blood gore you'll see del toro ha brought unexpect graviti blade ii 
1	special effect mani scene weightless look good better origin while oscar-win sound jame horner' rous score make good us hefti audio system 
-1	reggio' trippi ambiti downer also sometim come across like noth more glorifi nike ad 
-1	first fatal attract vile enough do we realli need tiger beat version ? 
1	director claud chabrol ha becom master innuendo not what you see what you think you see 
-1	passion lip-synch tragedi lot realli realli high note me opera isn't favorit so it' long time befor fat ladi sing 
-1	film about explos death spi ballist : eck vs sever seem safe children' film well some those mother deer even di 
1	achiev sort filmic epiphani revel true potenti medium 
1	best anim featur hit theater sinc beauti beast 11 year ago 
1	large-fram imax camera lend itself beautifulli film teem life reef make gorgeou film must everyon junior scientist grown-up fish lover 
-1	on big blusteri movi where noth realli happen come out video then it' perfect cure insomnia 
-1	we start wonder if � some unpaid intern had just type 'chri rock ' 'anthoni hopkins' 'terrorists' some univac-lik script machin 
1	if real-lif stori genuin inspir movi stir us well 
1	literari purist mai not pleas but far mainstream matinee-styl entertain goe doe bang-up job pleas crowd 
1	film darkli atmospher herrmann quietli suggest sad obsess beneath hearst' forc avuncular chortl 
-1	watch film like read time portrait grief keep shift focu journalist who wrote 
1	beauti cold oddli color just plain otherworldli freaki bit art that' scare while we delight imag 
-1	here love scene all end someon scream mayb there' metaphor here but figur out wouldn't make troubl everi dai ani better 
1	soap-opera qualiti twist last 20 minut almost put kibosh what otherwis sumptuou work b-movi imagin 
-1	exploit larg devoid depth sophist would make watch such graphic treatment crime bearabl 
1	concoct so bizarr adult mind actual charm triumph where it intend under-12 audienc concern 
-1	what happen pluto nash ? how did ever get made ? 
1	director andrew niccol demonstr wry understand quirk fame hi healthi sens satir light fun 
1	interact eyeball-to-eyebal toe-to-to hopkin norton win combin -- but fienn steal 'red dragon' right under their nose 
1	'what' russian word wow ! ? '
-1	ha disjoint feel bunch strung-togeth tv episod 
-1	third-person stori now told hollywood much more ordinari 
1	swashbuckl tale love betray reveng abov all faith 
1	philosoph muse dialogu jar against tawdri soap opera antic film' action wai surprisingli enjoy 
-1	veri well made but doesn't gener lot tension 
1	absorb charact studi andr� turpin 
1	veri good film sit place where masterpiec should 
-1	formula 51 so trite even yu' high-energi action style can't break through stupor 
-1	plain pedestrian catsup--
1	trademark american trite simplic toss out window intellig french drama deftli explor difficult relationship between father son 
1	gener air exuber all about benjamin that' hard resist 
-1	it' harmless divert fluff but it' hard imagin more gener effort genr 
1	about boi vividli recal cari grant room on more houseboat father goos it affection depict gentl war between reluct irrespons man kid who latch onto him 
-1	 would total loss if not two support perform take place movie' edg 
-1	filmmak ascend liter olympu art world but he would have done well end flaw dazzl seri rais someth other hi own cremast 
-1	i walk awai not realli know who thei what thei look like why thei here what thei want quit honestli i didn't care 
1	win piec work fill love movi 1960 
1	yakusho alwai wonder long-fac sad sack hi chemistri shimizu veri believ 
1	enjoy dumb sweet intermitt hilari -- if you'v tast quirki steal glimps 
1	biggest problem movi it' not nearli long enough 
1	most ingeni film comedi sinc be john malkovich 
-1	just didn't mean much me plai too skew ever get hold ( entertain ) 
1	movi 11-year-old boi sport dream their own preteen girl who worship lil' bow wow 
-1	there' delightfulli quirki movi made curl but broom isn't 
1	hook drama within drama unsolv murder unresolv moral conflict jockei spotlight 
1	each these stori ha potenti touch angel simplic sappi but thirteen convers about on thing all it generos optim never resort easi feel-good sentiment 
1	ic cube hold film togeth engag warm perform 
1	excel perform jacquelin bisset martha plimpton grace deepli touch melodrama 
-1	each scene drag underscor obviou sentiment slather top 
-1	actor must inde good recit some laughabl dialogu straight face 
1	you just know someth terribl go happen but doe you'r entir unprepar 
-1	wrap up classic mother/daught struggl recycl paper shini new bow while audienc tell it' not all new least look pretti 
-1	mani thing solid act do movi but craft someth promis mediocr screenplai not on them 
1	hardli object documentari but it' great cinemat polem love moor loath him you'v got admir intens he' will express hi convict 
1	veri funni romant comedi about two skittish new york middle-ag who stumbl relationship then struggl furious their fear foibl 
1	we root [clara paul] even like them though perhap it' emot closer piti 
-1	more busi excit more frantic involv more chaotic entertain 
-1	watch chemistri between freeman judd howev almost make movi worth see almost 
1	simpli most fun you'll ever have documentari ! 
-1	stori unrequit love doesn't sustain interest beyond first half-hour 
-1	tell more show 
-1	self-seri equilibrium make it point too well ; movi like life isn't much fun without high low 
1	patient love hush ! your reward will thought emot movi experi 
-1	no on doubt filmmakers' motiv but gui still feel counterproduct 
-1	bartlett' hero remain reactiv cipher open man' head heart onli imagin reason film made 
-1	imagin film begin seven rip-off onli switch mix shine thing ani nake teenag horror flick 1980 
-1	try figur out rule countri bear univers -- bear bear thei like human onli hairier -- would tax einstein' brain 
1	lesser talent high crime would entertain but forgett freeman judd i'll least rememb their charact 
-1	on certainli well-mean but it' also simple-mind contriv 
-1	onli wai toler insipid brutal clueless film might larg dose painkil 
1	adam sandler ! art film ! 
1	convent but well-craft film about histor legal battl ireland over man' right rais hi own children 
1	consumm actor barri ha done excel work here 
